smiles,pKi
CC(NC(=O)c1ccc(C)c(c1)S(=O)(=O)N2CCOCC2)C(C)(C)C,6.745
CC1(C)C(C(=O)c2cn(Cc3ccccc3)c4ccccc24)C1(C)C,8.088
FCCCn1c2ccccc2c3cc(NC(=O)CCc4onc(n4)c5ccc(F)cc5Br)ccc13,5.745
O=C([C@@H]1CC12CCCCC2)c3cn(CCN4CCOCC4)c5ccccc35,7.458
CC(C)CN1N=C(S/C/1=N\C(=O)c2cc(ccc2ONC(C)(C)C)C(F)(F)F)C(C)(C)C,7.538
COc1ccc2c(OC(C)(C)c3cn(CNC(=O)CN4CCN(CC4)c5ccccc5)nc23)c1,5.802
FC(F)(F)c1ccccc1C(NC(=O)Cc2ccccc2)NC(=O)Cc3ccccc3,4.929
CCN(CC)c1ccc(CN(c2ccc(Cl)cc2)S(=O)(=O)c3ccc(cc3)C(C)C)cc1,6.654
CSC(=S)N1CC(C)(C)CS/C/1=N\c2ccccc2F,6.599
Cc1ccc(cc1)C2COc3cccc4C(=O)C(=CN2c34)C(=O)NC5CCCCC5,6.330
CSc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(Cl)cc3)C(=O)NN4CCCCC4,5.970
CCCCCc1cc(O)cc(OCCCCCCCCCCCNC(=O)C2CC2)c1,6.337
CN(CCCCCCCNC(=O)c1nn(c2ccc(Cl)cc2Cl)c(c1C)c3ccc(Cl)cc3)CCCCCCCNC(=O)c4nn(c5ccc(Cl)cc5Cl)c(c4C)c6ccc(Cl)cc6,6.166
CCN(CC)C(=O)c1nc(c2ccc(Cl)cc2Cl)n(c1C)c3ccc(Cl)cc3,5.599
CCN(CC)S(=O)(=O)N\C(=N/C(C)C)\N1CC(C(=N1)c2ccc(Cl)cc2)c3ccccc3,5.560
CCCCCN1C=C(C(=O)NC2CCCCCC2)C(=O)n3nc(cc13)c4ccc(Cl)cc4Cl,7.432
CC1CC(C)CN(C1)S(=O)(=O)c2ccc(F)c(c2)C(=O)NC(c3ccccc3)c4ccccc4,5.000
CCCCCN1C=C(C(=O)NC2CCCCCC2)C(=O)n3nc(cc13)C(C)(C)C,8.141
CCCCCN1C=C(C(=O)NC23CC4CC(C)(CC(C)(C4)C2)C3)C(=O)n5nc(nc15)c6ccccc6,8.076
CC1CCC(CC1)NC(=O)C2=Cc3cccnc3N(CCCO)C2=O,6.889
CCCCn1cc(CC(=O)NC23CC4CC(CC(C4)C2)C3)c5cc(ccc15)c6ccccc6,7.688
Clc1ccc(cc1)C(NC(=O)Cc2ccccc2)NC(=O)Cc3ccccc3,5.511
COCCCn1cc(C(=O)C2C(C)(C)C2(C)C)c3ccccc13,8.878
CC1CCC(CC1)NC(=O)c2cccnc2OCc3ccccc3,6.226
CCCCCc1cc(OC)c2C=C(Cc3ccccc3C)C(=O)Oc2c1,6.393
O=C(N1CCCCC1)c2ccc3c(c2)c4ccccc4n3Cc5ccccn5,6.668
CCCCCCN1N=C2C(=CN(CCCCC)c3ccccc23)C1=O,8.114
CCCCCn1c(C)c(C(=O)c2ccc(CCCC)c3ccccc23)c4ccccc14,8.187
CCCc1ccc(cc1)C(C)(C)c2cc(O)c3[C@@H]4CC(=CC[C@H]4C(C)(C)Oc3c2)C,8.106
Cc1cc(NC(=O)C(C)(C)c2ccccc2)cc(c1C)S(=O)(=O)N3CCOCC3,6.921
COc1cc(CNC(=O)c2nn(c3ccc(Cl)cc3Cl)c(c2C)n4c(C)ccc4C)c(Br)c(OC)c1OC,6.257
O[C@@H]1CCCC[C@H]1NC(=O)c2cnc(OCC3CC3)c(c2)c4cc(ccc4Cl)C(F)(F)F,5.682
Cc1cc(ccc1Cl)C2=NN(Cc3ccc(F)cc3)C(=O)C(=C2)C(=O)NC45CC6CC(CC(C6)C4)C5,8.469
Clc1nc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(Cl)n1c5ccccc5,7.301
CCCCCn1cc(C(=O)C2C(C)(C)C2(C)C)c3ccccc13,8.742
CCCn1cc(C(=O)c2ccc(OCC)c3ccccc23)c4ccccc14,7.131
CCCc1c(nc(c2ccccc2Cl)n1c3ccc(Cl)cc3)C(=O)N[C@H]4CCCC[C@@H]4O,5.569
Clc1ccc(c(Cl)c1)n2nc(C(=O)NN3CCCCC3)c4CCCc5cc(Cl)ccc5c24,7.162
CCOC(=O)CNC(=O)\C=C\C=C\c1ccc2OCCOc2c1,5.592
CCCn1cc(C(=O)c2ccc(CC)c3ccccc23)c4ccccc14,8.000
CCCCCn1cc(C(=O)c2cccc(c2)c3ccccc3)c4ccccc14,7.200
CSC(=S)N1CC2(CCCCC2)CS/C/1=N\c3ccccc3OC(F)(F)F,7.921
COc1ccc(cc1)C(NC(=O)Cc2ccc(Cl)cc2)NC(=O)Cc3ccc(Cl)cc3,6.509
Clc1ccccc1COc2cccc(\C=C\3/N=C4SCCCCN4C3=O)c2,6.009
C[C@H](NS(=O)(=O)C)c1ccc(cc1)S(=O)(=O)c2ccccc2S(=O)(=O)c3ccccc3F,8.046
CCCCCN1C=C(C(=O)NC(C)C23CC4CC(CC(C4)C2)C3)C(=O)c5ccccc15,7.365
CCCCCc1cc(O)cc(OCCCCCCCC(=O)OC(CO)CO)c1,5.104
CCC(CC)(NC(=O)c1ccc(N2CC(C2)OC)c(OCC3CC3)n1)C(=O)NCCCF,5.685
Cc1nc(C(=O)NC[C@H]2C[C@@H]3C[C@H](C2)C3(C)C)c(C)n1c4ccccc4,7.699
CC(C)CN1C=C(S/C/1=N\C(=O)c2cc(ccc2OC[C@@H]3CCCN3C)C(F)(F)F)C(C)(C)C,7.409
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)c5cc(ccc15)C#C,8.056
CC1CCC(CC1)NC(=O)C2=Cc3cccnc3N(CCCCCCO)C2=O,7.745
CCCCCN1C=C(C(=O)NC(C)C23CC4CC(CC(C4)C2)C3)C(=O)C=C1C(C)(C)C,8.046
Clc1ccc(c(Cl)c1)n2nc(C(=O)NN3CCCCC3)c4ccc5cc(ccc5c24)C6CC6,6.084
C[C@H](CO)NC(=O)CCC\C=C/C\C=C/CCOc1cccc(c1)C(C)(C)CCCCBr,8.127
Cc1cc(Cl)ccc1c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4,5.949
CCCCN1N=C(S/C/1=N\C(=O)c2cc(ccc2O\N=C(/C)\C(=O)C)C(F)(F)F)C(C)(C)C,7.745
CCCCCn1c(C)c(C(=O)Cc2ccccc2C)c3ccccc13,7.721
CSc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(Cl)cc3)C(=O)NN4CCCCCC4,6.488
NC(=O)C1(CCN(CC1)c2ncnc3c2nc(c4ccccc4Cl)n3c5ccc(Cl)cc5)c6ccccc6,5.259
[O-][N+](=O)c1ccccc1CSc2nnc3c4ccccc4[nH]c3n2,6.810
CCOc1ccc(Cc2nc3cc(ccc3n2CC4CC4)C(=O)N(CC(F)(F)F)CC(F)(F)F)cc1,8.252
CCN(CC)C(=O)c1ccc2c(c1)nc(Cc3ccc(OC4CCCC4)cc3)n2CCC(C)C,7.367
CSCCCCn1cc(C(=O)C2C(C)(C)C2(C)C)c3ccccc13,9.399
CC(NC(=O)c1nn(c2ccc(Cl)c(Cl)c2)c(c1C)n3c(C)ccc3C)c4ccccc4,8.244
CCCC(C)(C)C(=O)Nc1cc(C)c(C)c(c1)S(=O)(=O)N2CCOCC2,8.013
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)Nc4cc[n+]([O-])cc4,5.345
CCOC(=O)c1cc(sc1NC(=O)c2cccc3ccccc23)c4ccccc4,7.223
CCOc1ccc(Cc2nc3cc(ccc3n2CCCCCCN4CCCCC4)C(=O)N(CC)CC)cc1,6.000
CCC1COc2cccc3C(=O)C(=CN1c23)C(=O)NC4CCCCC4,7.658
CCCCc1ccc(C(=O)c2c(C)n(CCC)c3ccccc23)c4ccccc14,7.310
CCCCCCC(C)(C)c1cc(O)cc(OCCCCCCCC(=O)NCC2CC2)c1,7.484
CC1(C)Oc2cc(cc(O)c2[C@@H]3C[C@H](CI)CC[C@@H]13)C45CC6CC(CC(C6)C4)C5,6.582
CCOc1ccc(Cc2nc3cc(ccc3n2CC4CC4)N(C)C(=O)NC(C)C)cc1,8.244
CCCCCCc1ccc(O)cc1OCCCCCC(=O)NC2CC2,5.447
CCCCCn1cc(C(=O)c2cccc3ccc(CC)cc23)c4ccccc14,8.420
Nc1ccc(cc1)C(C(=O)NCCC(c2ccccc2)c3ccccc3)c4ccccc4,5.921
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)n5nc(SC)nc15,7.328
CCCc1sc2ccccc2c1C(=O)c3ccc(OC)cc3,6.523
CC(C)(C)[C@H](NC(=O)N1C(=O)N(CCN2CCCC2)c3ccccc13)C(=O)N,6.616
CCCCCN1N=C(C(=O)NC23CC4CC(C)(CC(C)(C4)C2)C3)C(=O)c5ccccc15,7.032
FC(F)(F)Oc1ccc(cc1)C(=O)n2c3ccccc3c4nnc(SCc5ccccc5C#N)nc24,6.420
Cc1c(nn(c2ccc(Cl)c(Cl)c2)c1n3cccc3)C(=O)NC4CCCCCC4,8.886
CC(NC(=O)c1ccc(C)c(c1)S(=O)(=O)N2CCOCC2)C34CC5CC(CC(C5)C3)C4,8.201
CC(C)Oc1ccc(cc1)C(NC(=O)Cc2ccccc2)NC(=O)Cc3ccccc3,6.504
CCCn1cc(C(=O)c2cccc3cccc(Br)c23)c4ccccc14,6.717
C=CCn1cc(CC(=O)NC2CCCCCC2)c3cc(ccc13)c4occc4,6.424
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)n5nc(nc15)N(CC=C)CC=C,6.801
COCCN1C=C(S/C/1=N\C(=O)c2cc(ccc2OCc3cnccn3)C(F)(F)F)C(C)(C)C,7.347
CN\C(=N/S(=O)(=O)N1CCCCC1)\C2=NN(C(C2)c3ccccc3)c4ccc(Cl)cc4,5.964
CSC(=S)N1CC2(CCCCC2)CO/C/1=N\c3nc(cs3)C(C)(C)C,9.000
CCCCCCCC\C=C/CCCCCCCC(=O)NOCCO,5.420
CC(C)c1ccc(cc1)C(=O)c2cc(O)c(c(O)c2)c3cc(Cl)cc(Cl)c3,6.794
Clc1ccc(CC(=O)NC(NC(=O)Cc2ccc(Cl)cc2)c3ccc(Cl)cc3)cc1,6.812
CC(C)CN1C=C(S/C/1=N\C(=O)c2cc(ccc2OC[C@@H]3CCN3)C(F)(F)F)C(C)(C)C,7.357
CC1(C)C(C(=O)c2cn(CC3CCOCC3)c4ccccc24)C1(C)C,9.674
CCC1(CCC1)C(=O)Nc2cc(CN3CCOCC3)c(C)cn2,7.347
Cc1cc(NC(=O)C2C(C)(C)C2(C)C)cc(c1C)S(=O)(=O)N3CCOCC3,7.796
CCN(CC)c1ccc(CN(c2ccccc2)S(=O)(=O)c3ccc(C)cc3)cc1,8.260
CCCn1c(C)c(C(=O)c2cccc3ccc(OC)cc23)c4ccccc14,6.356
Cc1c(nn(c2ccc(F)cc2F)c1n3c(C)ccc3C)C(=O)NC4CCCCC4,6.244
CC(C)(C)OC(=O)N1CCC(CC1)Nc2ncnc3c2nc(c4ccccc4Cl)n3c5ccc(Cl)cc5,4.854
Clc1ccc(C(N2CCN(CC2)C(=O)C3CCC3)c4ccccc4)c(Cl)c1,5.674
CCCCCn1c2ccccc2c3cc(CN4CCCCC4)ccc13,6.432
Clc1ccc(c(Cl)c1)n2nc(C(=O)NC[C@H]3CCCO3)c4CCCc5cc(Cl)ccc5c24,7.283
Fc1ccc(COc2nc3ccccc3cc2C(=O)NC4CCCCC4)cc1,6.886
CCCCN1C2=C(CCCCCC2)C=C(C(=O)NC3CCN(C)CC3)C1=O,6.833
COc1ccc2C(=O)C(=CN(Cc3ccccc3)c2c1)C(=O)NC4CCCCC4,7.102
CCCCCCC(C)(C)c1cc(O)cc(OCCCCCCCC(=O)OC(CO)CO)c1,6.102
COc1ccc(cc1)C(=O)c2c(CC(C)C)sc3ccccc23,7.000
Fc1ccccc1S(=O)(=O)c2cc(Cl)ccc2S(=O)(=O)N3CCC(CNS(=O)(=O)C(F)(F)F)(CC3)c4ccccc4,6.456
O=C(N[C@@H]1CCCc2ccccc12)N3Cc4ccccc4N(CCN5CCOCC5)C3=O,8.046
CCCCCn1nc(OCc2ccc3ccccc3c2)c4cc(ccc14)[N+](=O)[O-],5.863
CC(C)c1ccc(cc1)C(NC(=O)Cc2ccccc2)NC(=O)Cc3ccccc3,7.071
Cn1nnc(n1)[C@@H](NC(=O)N2C(=O)N(CCN3CCOCC3)c4ccccc24)C(C)(C)C,8.301
CC1(C)Oc2cc(cc(O)c2[C@@H]3C[C@H](O)CC[C@@H]13)[C@@]45CC6CC(C[C@](CN=[N+]=[N-])(C6)C4)C5,8.018
CCn1c2ccccc2c3cc(NC(=O)CCc4onc(n4)c5ccc(F)cc5C#N)ccc13,8.156
C\C(=N/O)\CN1CCC[C@H]1COc2ccc(cc2C(=O)\N=C\3/SC(=CN3C[C@H]4CCCO4)C(C)(C)C)C(F)(F)F,7.071
Fc1ccc(cc1)C(NC(=O)Cc2ccccc2)NC(=O)Cc3ccccc3,4.963
CCC1COc2cccc3C(=O)C(=CN1c23)C(=O)N(C(C)C)C(C)C,7.071
CC1CCC(CC1)NC(=O)C2=Cc3ccccc3N(Cc4ccc(F)cc4)C2=O,9.125
CCN(CC)c1ccc(CN(CCc2ccccc2)S(=O)(=O)c3ccc(C)cc3)cc1,6.921
CCCCCCC(C)(C)c1cccc(OCC\C=C/C\C=C/C\C=C/CCCC(=O)N[C@H](C)CO)c1,6.724
OCCn1c2ccccc2c3cc(NC(=O)CCc4onc(n4)c5ccc(F)cc5Br)ccc13,6.435
CCCCOC(=O)Cc1cc(O)c2[C@@H]3CC(=CC[C@H]3C(C)(C)Oc2c1)C,7.288
Fc1cc(Cl)ccc1C(N2CCN(CC2)C(=O)NC3CCCCC3)c4ccccc4,6.279
COC1CN(C1)C(=O)c2c3CCOCc3sc2NC(=O)c4ccccc4C(F)(F)F,6.046
CCN(CC)Cc1ccc(cc1)C(=O)c2c(oc3ccccc23)c4ccc(OCCCCCCCN(C)Cc5ccccc5)cc4,5.951
CCCCC(=O)NC(NC(=O)CCCC)c1ccc(cc1)N(CC)CC,6.740
Brc1ccccc1Cn2cc(\C=C\3/N4CCC(CC4)C3=O)c5ccccc25,6.478
FCCn1c2ccccc2c3cc(NC(=O)CCc4onc(n4)c5ccc(F)cc5C#N)ccc13,6.067
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)c5cc(cc(OC)c15)c6occc6,8.071
CCCCCN1C=C2C(=O)N(N=C2c3ccccc13)C4CCCCC4,7.726
CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)NCCc1ccc(OC)cc1OC,5.398
CCCCCCn1c2ccccc2c3cc(ccc13)C(=O)N4CCCCC4,7.018
CC(C)(C)C1=CN(C[C@H]2CCCO2)\C(=N\C(=O)c3cc(ccc3OCc4ccccn4)C(F)(F)F)\S1,7.699
CCN(CC)c1ccc(CN([C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)C2)C3)S(=O)(=O)c5ccc(cc5)C(C)C)cc1,6.340
CCCCCn1c2ccccc2c3cc(ccc13)C(=O)NC45CC6CC(CC(C6)C4)C5,6.540
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)C=C1c5ccc(OC)cc5,7.040
CCCCCn1c2ccccc2c3cc(ccc13)C(=O)N4CCCCC4,7.137
CC1CCCCC1C(=O)Nc2ccc(C)c(c2)S(=O)(=O)N3CCOCC3,7.854
CCN(C)S(=O)(=O)N\C(=N/C)\N1CC(C(=N1)c2ccc(Cl)cc2)c3ccccc3,5.728
CCOc1ccc(Cc2nc3cc(ccc3n2CC4CC4)N(C)C(=O)N5CCCCC5)cc1,8.398
CN(C)c1ccc(\C=C\2/N=C3SCCCN3C2=O)cc1,4.780
CC(C)CC(=O)NC1CCN(CC1)c2ncnc3c2nc(c4ccccc4Cl)n3c5ccc(Cl)cc5,7.048
OC(C(=O)NCCC(c1ccccc1)c2ccccc2)(c3ccccc3)c4ccccc4,5.638
CCc1sc2ccccc2c1C(=O)c3ccc(OC)cc3,5.796
CCCCN1N=C(S/C/1=N\C(=O)c2cc(ccc2O\N=C(/N)\CC)C(F)(F)F)C(C)(C)C,8.292
CC(=O)NCCNC(=O)C(C)(C)NC(=O)C1=CC2=C(CCCCCC2)N(CC3CCCCC3)C1=O,8.602
CC(C)(C)C1=CN(C[C@@H]2CCCO2)\C(=N\C(=O)c3cc(ccc3OC[C@H](N)CO)C(F)(F)F)\S1,8.131
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)c5c(C)nn(C)c15,8.022
COc1ccccc1CC2=Cc3c(C)c(OC)c(C)c(C)c3OC2=O,6.471
CCCCCn1cc(cc1c2cccc(F)c2)C(=O)c3cccc4ccccc34,8.041
CCN(CC)C(=O)c1ccc2c(c1)nc(Cc3ccc(OC4CCC4)cc3)n2CCC(C)C,7.357
CCc1cc2c(OC3=C(CC[C@@H](C)C3)C2(C)C)cc1O,6.292
C\C(=N/Oc1ccc(cc1C(=O)\N=C\2/SC(=CN2C[C@H]3CCCO3)C(C)(C)C)C(F)(F)F)\C(F)(F)F,8.357
CN(C)CCNC1=C(Br)C(=O)N(N=C1)C2CC(C)(C)CC(C)(C)C2,7.377
Cc1ccc(cc1S(=O)(=O)N2CCOCC2)c3noc(CC(C)(C)C)n3,7.229
CCS(=O)(=O)N1CCC(CC1)NC(=O)c2nn(c(c2C)c3ccc(Cl)cc3)c4ccc(Cl)cc4Cl,5.356
CCCCCC1=NN(CC1c2ccccc2)C(=O)NC(C)(C)c3ccccc3,7.754
CCCN1C=C(C(=O)NC2CCCCC2)C(=O)c3c(C)nn(C)c13,6.385
CCCCCn1cc(C(=O)c2cccc3cccc(I)c23)c4ccccc14,8.481
CCCCOc1ccc(cc1CC=C)c2cc(CC=C)ccc2OCCCC,5.749
CC1(C)Oc2cc(cc(O)c2[C@@H]3C[C@H](O)CC[C@@H]13)[C@@]45CC6CC(C[C@](C6)(C4)N=C=S)C5,7.883
CCNC(=O)c1c2CCOCc2sc1NC(=O)C34CC5CC(CC3C5)C4,6.670
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NCCCCCCCNS(=O)(=O)C,6.108
CC1(C)Oc2cc(cc(O)c2[C@@H]3CC(=O)CC[C@@H]13)C4(CCCCCCBr)CCCC4,8.520
CCc1c(cc(C)n1c2ccccc2)C(=O)NC3CCCCC3,6.767
CCCCCCN1C(=C(C)C=C(Oc2oc3ccccc3n2)C1=S)C,6.215
CCCCCCC1(CCCC1)c2cc(O)c3[C@@H]4CC(=O)CC[C@H]4C(C)(C)Oc3c2,8.476
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(Cl)cc3)C(=O)NN4CCCC4,6.111
CC1(C)C(C(=O)c2cn(CC3CCOCC3)c4ccc(OCCCCBr)cc24)C1(C)C,7.141
Cc1ccc(cc1S(=O)(=O)N2CCOCC2)c3nc(CC4CCCCC4)cs3,7.638
CCNC(=O)NCCCCCSc1ccc2ccccc2c1,6.252
CC(C)(C)C(=O)OCC1=CC[C@@H]2[C@@H](C1)c3c(O)cc(cc3OC2(C)C)C45CC6CC(CC(C6)C4)C5,7.308
CCCCN1N=C(S/C/1=N/C(=O)c2cc(ccc2O\N=C(/CC)\C(=O)ON)C(F)(F)F)C(C)(C)C,8.215
CC(C)CCN1C(=O)N(C(=O)N[C@H](C(=O)N)C(C)(C)C)c2ccccc12,9.000
Cc1ccc(cc1S(=O)(=O)N2CCOCC2)C(=O)NCC34CC5CC(CC(C5)C3)C4,8.000
CCOc1ccc(Nc2nc3cc(ccc3n2CCC(C)C)C(=O)N(CC)CC)cc1,5.721
CCCCCN1C=C(C(=O)NC(C)C23CC4CC(CC(C4)C2)C3)C(=O)c5cc(Cl)ccc15,6.708
CCCCCN1C=C(C(=O)NC2CCCCC2)C(=O)n3nc(nc13)c4ccc(OC)cc4,7.018
Clc1ccc(cc1)c2sc(nc2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4,5.234
COc1cccc2c1c(cn2CC3CCOCC3)C(=O)C4C(C)(C)C4(C)C,8.481
Cc1c(nn(c2ccc(F)cc2F)c1n3cccc3)C(=O)NC4CCCCC4,7.187
CCCCCn1c(C)c(C(=O)c2cccc3cccc(Cl)c23)c4ccccc14,7.721
CCCCN1N=C(S/C/1=N\C(=O)c2cc(ccc2O\N=C(/C)\N)C(F)(F)F)C(C)(C)C,7.796
Cc1cc(C(=O)Nc2ccc3ccccc3c2)c(C)n1c4ccccc4,7.234
Cc1ccc(cc1)C(=O)Oc2cccc(\C=C\3/N=C4SCCCCN4C3=O)c2,5.588
CCN(CC)c1ccc(CNc2ccc(Cl)cc2)cc1,5.171
CCOC(=O)\C=C\C1=CN(Cc2ccc(F)cc2)C(=O)C(=C1)C(=O)NC3CCCCCC3,7.863
COc1cccc2c(C(=O)c3ccc(Br)c4ccccc34)c(C)n(CCN5CCOCC5)c12,8.745
Fc1ccc(C(N2CCN(CC2)C(=O)NC3CCCCC3)c4ccccc4)c(Cl)c1,5.886
CCCCN1\C(=N\C(=O)c2cc(ccc2OC[C@@H]3CCCN3C)C(F)(F)F)\Sc4ccncc14,7.469
CN(CCCCCCCOc1ccc(cc1)c2oc3ccccc3c2C(=O)c4ccc(cc4)c5ccccc5)Cc6ccccc6,5.747
Cc1ccc(cc1)S(=O)(=O)N(Cc2ccc(cc2)N3CCCCC3)c4ccccc4,6.509
CC1(C)C(C(=O)c2cn(CC3OCCO3)c4ccccc24)C1(C)C,8.995
O=C(c1cn(CC2CCOCC2)c3ccccc13)C45CC6CC(CC(C6)O4)C5,8.230
Brc1ccc(CC(=O)NCCC(c2ccccc2)c3ccccc3)cc1,5.886
COc1ccccc1CNC(=O)c2nn(CCN3CCOCC3)c4c(OC)cccc24,7.114
CCC(C)(C)C(=O)Nc1ccc(C)c(CN2CCOCC2)c1,6.921
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NCCCCCCCCNCc4ccccc4,4.509
CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)CCNC=O,5.194
CCCCN1C=C(C(=O)N[C@@H]2C(C)(C)C3CC[C@]2(C)C3)C(=O)c4ccc(F)cc14,9.097
CCC(C)(C)C(=O)Nc1cc(C)c(C)c(c1)S(=O)(=O)N2CC[C@H](O)C2,7.046
Fc1ccccc1S(=O)(=O)c2cc(Cl)ccc2S(=O)(=O)NCCCCNS(=O)(=O)C(F)(F)F,6.745
C=CCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)c5cc(ccc15)c6occc6,8.357
CCS(=O)(=O)NCCCCCSc1ccc2ccccc2c1,5.879
CCc1c(cc(C)n1c2ccccc2)C(=O)NC34CC5CC(CC(C5)C3)C4,8.211
Cc1c(nn(c2ccc(Cl)c(Cl)c2)c1n3cccc3)C(=O)NN4CCCCC4,7.699
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)c5cc(CCc6ccccc6)ccc15,7.247
CCCCCN1C=C(C(=O)NCC23CC4CC(CC(C4)C2)C3)C(=O)C=C1c5ccccc5,7.633
COc1ccc(cc1CC=C)c2cc(CC=C)ccc2O,7.357
CC(C)CCC(=O)NC1CCN(CC1)c2ncnc3c2nc(c4ccccc4Cl)n3c5ccc(Cl)cc5,6.668
CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c5cc(ccc15)c6ccccc6,7.936
Clc1ccc(cc1)N2C[C@@H](CC[C@H]2c3ccc(Cl)cc3Cl)C(=O)NC4CCCCC4,6.434
CCCNC(=O)c1c2CCN(C)Cc2sc1NC(=O)C34CC5CC(CC3C5)C4,7.040
CSC(=S)N1CC(C)(C)CS/C/1=N\c2ccccc2C(C)(C)C,6.504
CSC(=S)N1CC(C)(C)CS/C/1=N\c2ccccc2c3ccccc3,6.005
CC(C)(C)C(=O)COc1ccc(cc1C(=O)\N=C\2/SC(=CN2C[C@H]3CCCO3)C(C)(C)C)C(F)(F)F,9.046
CCCCCc1cc(O)cc(OCCCCCCCCOC(CO)CO)c1,5.936
COc1ccccc1CC2=Cc3c(OC)cc(C)cc3OC2=O,5.987
CCCCN1N=C(S/C/1=N\C(=O)c2cc(ccc2O\N=C/3\CCCCCN3)C(F)(F)F)C(C)(C)C,8.796
CCN(CC)c1ccc(CN(Cc2ccccc2)S(=O)(=O)c3ccc(OC(C)C)cc3)cc1,7.027
CCc1cccc(c1)C(=O)c2cc(O)c(c(O)c2)c3cc(Cl)cc(Cl)c3,5.765
CCCCCCC1(SCCS1)c2cc(O)c3[C@@H]4CC(=O)CC[C@H]4C(C)(C)Oc3c2,7.487
Cc1cccc2N(CCc12)C(=O)C34CC5CC(CC(C5)C3)C4,6.770
CCOc1ccc(Cc2nc3cc(ccc3n2Cc4occc4)C(=O)N(CC)CC)cc1,7.959
CCN(CC)c1ccc(CNS(=O)(=O)c2ccc(C)cc2)cc1,5.444
CCCCCN1C=C(C(=O)NCC23CC4CC(CC(C4)C2)C3)C(=O)C=C1C(C)(C)C,7.991
CCCCCCN1C=C(C(=O)c2cccc3ccccc23)C(=O)c4ccccc14,6.235
CC1=CC[C@@H]2[C@@H](C1)c3c(O)cc(cc3OC2(C)C)C(C)(C)c4cc(C)cc(C)c4,8.128
Oc1cc(O)cc(OCCCCCCCCCCC(=O)NCC2CC2)c1,5.000
O[C@H]1CCC[C@@H]1NC(=O)c2cn(c3ccc(Cl)cc3)c(n2)c4ccccc4Cl,5.201
CCCCCCC(C)(C)c1cc(O)cc(OCCCCCCCCCCC(=O)OC(CO)CO)c1,6.102
COc1ccc(cc1)S(=O)(=O)N(Cc2ccc(cc2)N3CCCCC3)c4ccccc4,7.495
CCCCCn1c(C)c(C(=O)Cc2ccc(Br)cc2)c3ccccc13,5.572
CCN(CC)c1ccc(CN(Cc2ccccc2)S(=O)(=O)c3ccc4ccccc4c3)cc1,6.721
CCC(C)(C)C(=O)Nc1cc(c(C)cc1C)S(=O)(=O)N2CCOCC2,6.119
CCCCCOc1ccccc1c2onc(c2)C(=O)NC3CCCC3,7.215
CCCc1ccc(O)c(c1)c2cc(CCC)ccc2O,6.381
CCCCCCC(C)(C)c1ccc(c(O)c1)c2cccnc2,7.699
CCCCCN1C=C(C(=O)Nc2cccc(c2)C(F)(F)F)C(=O)C=C1c3ccccc3,7.588
CCCCCN1C=C(C(=O)NC(C)C23CC4CC(CC(C4)C2)C3)C(=O)c5ccc(Cl)cc15,7.182
CCCCCN1C=C(C(=O)NC2CCCCCC2)C(=O)c3c(C)csc13,8.158
O=C(C1CCCCC1)N2CCN(CC2)C(c3ccccc3)c4ccccc4,5.516
CCCCN(C)C(=O)c1ccc2c(c1)c3CN(Cc3n2S(=O)(=O)CC)C4CCCC4,7.652
CCCCCN1C=C(C(=O)NC2C3CC4CC(CC2C4)C3)C(=O)c5ccccc15,7.873
CC(C)(C)NC(=O)NC1(CCN(CC1)c2ncnc3c2nc(c4ccccc4Cl)n3c5ccc(Cl)cc5)c6ccccc6,4.699
C[C@H](NS(=O)(=O)C)c1ccc(Cc2ccc(Cl)cc2S(=O)(=O)c3ccc(Cl)cc3)cc1,8.174
Cc1c(nn(c2ccc(Cl)cc2Cl)c1n3cccc3)C(=O)NC4CCCC4,6.770
