smiles,pKi
FC(F)(F)c1ccc(c(c1)S(=O)(=O)N2CCC3(CC2)CC3NS(=O)(=O)C(F)(F)F)S(=O)(=O)c4ccccn4,8.301
Fc1ccc(CN2N=C(C=C(C(=O)NC3CCCCC3)C2=O)c4ccccc4)cc1,7.357
CCCCCOc1cc(ccc1OC)C(=O)NCCc2ccc(O)cc2,8.602
CCCCCN1C=C(C(=O)c2ccccc2)C(=O)c3ccccc13,6.351
Fc1ccccc1S(=O)(=O)c2cc(Cl)ccc2S(=O)(=O)N3CCC(CNS(=O)(=O)C(F)(F)F)(CC3)C#N,7.426
CCCCCCc1ccc(OCCCCCCCC(=O)OC(CO)CO)cc1O,5.104
CC(O)C1(CNS(=O)(=O)C(F)(F)F)CCN(CC1)S(=O)(=O)c2ccc(Cl)cc2S(=O)(=O)c3ccccc3F,8.292
CC1(C)Oc2cc(cc(O)c2[C@@H]3C[C@H](O)CC[C@@H]13)C(=O)c4coc5ccccc45,6.927
CCN1C(C)c2ccccc2C(Sc3oc4ccccc4n3)C1=O,7.377
CC(C)CN1C=C(S/C/1=N\C(=O)c2cc(ccc2OCCOC(=O)C)C(F)(F)F)C(C)(C)C,7.796
O=C(NC1CCCCCC1)c2cccnc2OCc3ccccc3,6.318
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)c5cc(Br)cc(OC)c15,7.640
COCCn1cc(C(=O)Nc2ccc3ccccc3c2)c4ccccc14,6.500
O=C(N1CCc2ccccc12)C34CC5CC(CC3C5)C4,6.301
CN1[C@H](COc2ccc(cc2C(=O)\N=C\3/SC(=CN3C[C@H]4CCCO4)C(C)(C)C)C(F)(F)F)CCC1=O,7.208
CCCCCCC(C)(C)c1cc(O)cc(OCCCCCCCCCCCNC(=O)C2CC2)c1,6.187
Cc1c(nn(c2ccc(F)cc2F)c1n3c(C)ccc3C)C(=O)NC4CCCCCC4,6.959
O=C(NC1CCCCC1)C2=Cc3ccccc3N(Cc4ccccc4)C2=O,7.796
CC1(C)C(C(=O)c2cn(CC3CCOCC3)c4ccc(Cl)cc24)C1(C)C,8.521
CCCn1c2ccccc2c3cc(ccc13)C(=O)N4CCCCC4,6.283
CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)Nc1ccc(O)cc1,5.886
FCCn1c2ccccc2c3cc(NC(=O)CCCc4onc(n4)c5ccc(F)cc5Br)ccc13,6.253
CC1CCC(CC1)NC(=O)C2=Cc3cccnc3N(CCCCCCF)C2=O,8.836
CCN1CC(C)(C)CS/C/1=N\c2ccccc2C(C)C,5.312
CCCCCn1cc(C(=O)c2cccc3ccc(OC)cc23)c4ccccc14,8.161
CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)OC(CO)COC(=O)CCCCCNC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12,6.421
CC1=CC[C@@H]2[C@@H](C1)c3c(O)cc(cc3OC2(C)C)C(C)(C)c4cccc(F)c4,9.046
CCNC(=O)c1ccc2c(c1)nc(Cc3ccc(OCC)cc3)n2CC4CC4,7.201
CC(C(=O)Nc1ccc2CCCC(N3CCOCC3)c2c1)(C(F)(F)F)C(F)(F)F,7.853
CCN(CC)C(=O)c1ccc2c(c1)nc(Nc3ccc(Oc4ccccc4)cc3)n2CCC(C)C,6.371
CCCC\C=C/C1(CCCC1)c2cc(O)c3[C@@H]4CC(=O)CC[C@H]4C(C)(C)Oc3c2,8.154
CCCCC1=NN(CC1c2cccc(F)c2)C(=O)NC(C)(C)c3ccc(F)cc3,7.131
CCCCCn1cc(C(=O)c2cccc3ccccc23)c4cccnc14,7.300
CCN(CC)c1ccc(CN(c2ccc(Cl)cc2)S(=O)(=O)c3ccc(C)cc3)cc1,7.432
CC(C)(C)C1=CN(C[C@H]2CCCO2)\C(=N\C(=O)c3cc(ccc3OCCC\N=C\OC4CCCCO4)C(F)(F)F)\S1,7.602
OC1CCCCC1NC(=O)c2cn(c3ccc(Cl)cc3)c(n2)c4ccc(Cl)cc4Cl,5.959
CCc1ccc(CC)n1c2c(C)c(nn2c3ccc(Cl)c(Cl)c3)C(=O)NC4CCCCC4,6.388
Nc1ccc2c(c1)c(OCc3cccc4ccccc34)nn2CCN5CCCC5,5.301
Clc1ccc(OCCCC(=O)NN\C=C\2/C=CC=CC2=O)c(Cl)c1,8.444
CCCCCCCN(Cc1ccc(cc1)N(CC)CC)S(=O)(=O)Cc2ccccc2,6.564
Cc1cccc(c1)C(=O)c2cc(O)c(c(O)c2)c3cc(Cl)cc(Cl)c3,5.582
CCCCCOc1cc(\C=C\C(=O)NCCc2ccc(O)cc2)ccc1OC,8.319
CCc1c(nn(c2ccc(Cl)cc2Cl)c1n3c(C)ccc3C)C(=O)NC4CCCCC4,6.123
Cc1cc(NC(=O)C(C)(C(F)(F)F)C(F)(F)F)cc(CN2CCOCC2)c1C,8.569
CCCCCn1cc(cc1c2ccc(OC)cc2)C(=O)c3cccc4ccccc34,7.387
Cl.CCCn1c(C)c(C(=O)c2cc(NC(=O)CN)cc3ccccc23)c4ccccc14,6.377
Cl.Clc1ccc(c(Cl)c1)n2nc(C(=O)NN3CCCCC3)c4CCc5cc(ccc5c24)C6CC6,6.845
CN\C(=N/S(=O)(=O)c1ccc(Cl)cc1)\N2CCC(C(=N2)c3ccc(Cl)cc3)c4ccccc4,6.498
O[C@H]1CCCC[C@@H]1NC(=O)c2cnc(OCC3CC3)c(c2)c4ccc(Cl)cc4,5.579
CSC(=S)N1CC2(CCCCC2)CO/C/1=N\c3cccc4ccccc34,9.046
O=C(NC1CCCCC1)N2CCN(CC2)C(c3ccccc3)c4ccccc4,5.619
CC1=CC[C@@H]2[C@@H](C1)c3c(O)cc(cc3OC2(C)C)C(C)(C)c4ccc(Cl)cc4,8.775
CSC(=S)N1CC2(CCCCC2)CS/C/1=N\c3ccc(cc3)C(C)C,7.638
Cc1ccc(cc1CCCN2CCOCC2)C(=O)NC3[C@@]4(C)CC[C@H](C4)C3(C)C,7.208
CCCCN1Cc2c(C1)n(c3ccc(cc23)C(=O)N4CCC(C)CC4)S(=O)(=O)CC,7.775
CCCCCN1C=C(C(=O)NC2CCCCC2)C(=O)c3cc(Br)ccc13,6.046
O=C(Nc1cccc2ccccc12)N3C(=O)N(CCN4CCOCC4)c5ccccc35,8.097
CN(C)C1(CCOCC1)c2occ(n2)c3cc(c(O)c(c3)C(C)(C)C)C(C)(C)C,7.287
CCCCCc1cc(O)cc(OCCCCCCCCCCCNCc2ccccc2)c1,6.081
Clc1ccc(cc1)N2C[C@@H](CC[C@H]2c3ccc(Cl)cc3Cl)S(=O)(=O)NC4CCCCC4,6.434
CC(C)(C)C1=CN(C[C@H]2CCCO2)\C(=N\C(=O)c3cc(ccc3OCc4ccn[nH]4)C(F)(F)F)\S1,7.959
Clc1cccc(c1)C(N2CCN(CC2)C(=O)NC3CCCCC3)c4ccc(Cl)cc4Cl,6.390
CCCN1Cc2c(C1)n(c3ccc(cc23)C(=O)N4CCC(C)CC4)S(=O)(=O)CC,7.955
Cc1ccc(cc1S(=O)(=O)N2CCOCC2)c3noc(CC4CCCCC4)n3,6.886
CCCCCn1cc(C(=O)c2ccc(Cl)c3ccccc23)c4ccccc14,8.553
CCN(CC)C(=O)c1ccc2c(c1)nc(Cc3ccc(OC(C)C)cc3)n2CCC(C)C,8.347
CCCCCn1c(C)c(C(=O)Cc2cccc(Cl)c2)c3ccccc13,6.860
CCN(CC)CCOc1ccc(cc1)C(=O)c2c(oc3ccccc23)c4ccc(OCCCCCCCN(C)Cc5ccccc5)cc4,5.928
CCCn1cc(C(=O)c2cccc3ccccc23)c4ccccc14,6.770
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(Cl)cc3)C(=O)OC(C)(C)C,6.089
CCCCN1C2=C(CCCCCC2)C=C(C(=O)NC3CCCCC3)C1=O,9.699
CCCCN1N=C(S/C/1=N/C(=O)c2cc(ccc2N\N=C/c3cccc(C)n3)C(F)(F)F)C(C)(C)C,6.733
CCCCCN1C=C(C(=O)NC2CCCCC2)C(=O)n3nc(nc13)N(C)Cc4ccccc4,5.875
CC1(C)Oc2cc(cc(O)c2[C@@H]3C[C@H](O)CC[C@@H]13)C(=O)c4cccc(c4)C(F)(F)F,7.428
[11CH3]OC1CN(C1)c2ccc(nc2OCC3CC3)C(=O)NC(CC)(CC)C(=O)OCC,8.602
Fc1ccccc1C(NC(=O)Cc2ccccc2)NC(=O)Cc3ccccc3,4.452
Cc1c(nn(c2ccc(Cl)cc2Cl)c1n3cccc3)C(=O)Nc4ccc(Cl)cc4,7.097
CN(C)c1ccc2C(=O)C(=CN(CCN3CCOCC3)c2n1)C(=O)NC4CCCCC4,7.027
Cc1cc(ccc1Cl)c2cc(nn2c3ccccc3)C(=O)N[C@H]4[C@@]5(C)CC[C@H](C5)C4(C)C,7.026
CN\C(=N/S(=O)(=O)N1CCCCC1)\N2CCC(C(=N2)c3ccc(Cl)cc3)c4ccccc4,6.243
Cc1c(C)c2OC(=O)C(=Cc2c(C)c1O)Cc3ccccc3,5.466
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(Cl)cn3)C(=O)NN4CCCCC4,6.120
CCCc1sc2ccccc2c1C(=O)c3cccc4ccccc34,6.000
C[C@H](NS(=O)(=O)C)c1ccc(cc1)S(=O)(=O)c2ccc(Cl)cc2C(=C)c3ccccc3F,6.607
COC(=O)c1ccc2c(cn(CC3CCOCC3)c2c1)C(=O)C4C(C)(C)C4(C)C,8.858
CCCCCn1c(C)c(C(=O)c2ccc(CC)c3ccccc23)c4ccccc14,9.377
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)c5cc(ccc15)c6occc6,9.155
OC(=O)C1(CCCCC1)NC(=O)C2=CC3=C(CCCCCC3)N(CC4CCCCC4)C2=O,8.174
CCCCCCC(C)(C)c1cc(O)cc(OCCCCCCCCOC(CO)CO)c1,6.959
CCCCCn1cc(C(=O)c2cccc3cc(OC)ccc23)c4ccccc14,8.721
CCCCCN1N=C(CC1c2ccccc2F)C(=O)N[C@H]3C[C@H]4CC[C@]3(C)C4(C)C,8.041
Clc1ccc(c(Cl)c1)n2nc(C(=O)NCC34CC5CC(CC(C5)C3)C4)c6CCCc7cc(Cl)ccc7c26,7.876
CCN(CC)c1ccc(CN(Cc2ccccc2)S(=O)(=O)c3ccc(C)cc3)cc1,7.276
CCCCCCCn1cc(cc1c2ccccc2)C(=O)c3cccc4ccccc34,7.208
CCCCCc1cc(O)c2C=C(Cc3ccccc3)C(=O)Oc2c1,5.775
CC(C)NC(=O)NC1CCN(CC1)c2ncnc3c2nc(c4ccccc4Cl)n3c5ccc(Cl)cc5,5.610
CCCCCn1cc(C(=O)c2cccc3ccccc23)c4ccccc14,8.425
CCN(CC)c1ccc(CN(c2ncc(C)s2)S(=O)(=O)c3ccc(C)cc3)cc1,7.854
CCCCC1(CCCC1)c2cc(OC)c3C=C(Cc4ccccc4OC)C(=O)Oc3c2,5.943
O=C(NC1CCCCC1)C2=Cc3cccnc3N(CCN4CCOCC4)C2=O,8.102
CC1(C)C(C(=O)c2cn(CC3CCOCC3)c4cc(ccc24)C(F)(F)F)C1(C)C,8.459
CC1=CC(=O)C(=CN1CCCC(F)(F)F)C(=O)NC23CC4CC(CC(C4)C2)C3,9.553
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)n5nc(cc15)c6ccccc6,8.592
CCCCOc1c2NC(=O)C(=Cc2ccc1OC)C(=O)NCCCF,7.237
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)c5c(CC)nn(C)c15,7.432
CCOc1ccc(Cc2nc3cc(ccc3n2CC4CCOCC4)C(=O)N(CC)CC)cc1,8.409
CC1(C)Oc2cc(cc(O)c2[C@@H]3C[C@H](O)CC[C@@H]13)[C@@]45CC6CC(C[C@](CN=C=S)(C6)C4)C5,7.987
CCCCCN1C=C(C(=O)NC23CC4CC(C)(CC(C)(C4)C2)C3)C(=O)c5c(C)nn(C)c15,8.007
CC1=CC[C@@H]2[C@@H](C1)c3c(O)cc(cc3OC2(C)C)C(C)(C)c4ccc(cc4)C#N,8.597
CN(CCCCCCCN)CCCCCCCNC(=O)c1nn(c2ccc(Cl)cc2Cl)c(c1C)c3ccc(Cl)cc3,5.714
CCCCN1N=C(S/C/1=N\C(=O)c2cc(ccc2O\N=C(/N)\C(C)C)C(F)(F)F)C(C)(C)C,8.276
O=C(NC1CCCCC1)N2C(=O)N(CCN3CCOCC3)c4ccccc24,7.222
CCCCCCc1c(O)cccc1OCCCCCCCCCCCC(=O)NC2CC2,7.409
CCN(CC)c1ccc(CN(C(=O)Cc2ccc(Cl)cc2)c3ccc(C)cc3)cc1,6.971
COc1ccc(cc1)C(=O)c2c(C)n(CCN3CCOCC3)c4cc(I)ccc24,7.485
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)c5cc(\C=C\C(C)(C)C)ccc15,7.145
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(Cl)cc3)C(=O)N4CCC(O)CC4,5.402
Cc1c(nn(c2ccc(F)cc2F)c1n3cccc3)C(=O)NC4CCCCCC4,6.699
Cc1c(nn(c2ccc(Cl)c(Cl)c2)c1n3cccc3Cl)C(=O)NC4CCCCC4,9.046
CCC1=C(C)C=C(C(=O)NC2(CCCCC2)C(=O)O)C(=O)N1Cc3ccc(F)cc3,7.444
O=C(NC1CCCCCC1)C2=CN(CCN3CCOCC3)c4ccccc4C2=O,7.553
CC1(C)Oc2cc(cc(O)c2c3cc(CO)ccc13)C45CC6CC(CC(C6)C4)C5,7.331
CC1CCC(CC1)NC(=O)C2=C(O)c3cccnc3N(CCN4CCOCC4)C2=O,8.128
CCCCN1C(=O)C(=CC2=C1CCCCCC2)C(=O)NC3(CCCCC3)C(=O)O,7.252
COCCN1C(=C(C)S/C/1=N\C(=O)C2C(C)(C)C2(C)C)C,9.194
COc1cccc2c(cn(CC3CCOCC3)c12)C(=O)C4C(C)(C)C4(C)C,9.930
Cc1noc(n1)[C@@H](NC(=O)N2C(=O)N(CCN3CCOCC3)c4ccccc24)C(C)(C)C,7.824
COc1cccc2C(=O)C(=CN(CCOCC[18F])c12)C(=O)NC34CC5CC(CC(C5)C3)C4,8.921
CC(C)(C)NOc1ccc(cc1C(=O)\N=C\2/SC(=NN2CC3CCCCO3)C(C)(C)C)C(F)(F)F,8.770
CCS(=O)(=O)n1c2CN(Cc2c3cc(ccc13)C(=O)N4CCOCC4)C5CCCC5,6.511
C=CCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c5cc(ccc15)c6ccccc6,8.740
CCCCCN1C=C(C(=O)NC2CCCCC2)C(=O)c3cnn(C)c13,6.625
CCNC(=O)NC1(CCN(CC1)c2ncnc3c2nc(c4ccccc4Cl)n3c5ccc(Cl)cc5)c6ccccc6,5.333
CCCCCn1cc(cc1c2ccccc2)C(=O)c3cccc4ccccc34,8.194
Cc1c(nn(c2c(Cl)cc(Cl)cc2Cl)c1n3c(C)ccc3C)C(=O)NN4CCCCC4,5.405
CCCCC(=O)OCC(C)(C)c1cc(O)c2[C@@H]3CC(=CC[C@H]3C(C)(C)Oc2c1)C,9.000
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)C=C1c5ccccc5,8.398
CCCCC(=O)N1CCC(CC1)NC(=O)c2nn(c3ccc(Cl)cc3Cl)c(c2C)c4ccc(Cl)cc4,5.748
CCCCN1C(=O)C(=Cc2cccnc12)C(=O)NC3CCC(C)CC3,8.409
CCC1COc2c(F)ccc3C(=O)C(=CN1c23)C(=O)NC45CC6CC(CC(C6)C4)C5,8.134
CCC(C)(C)C(=O)Nc1ccc(C)c(CN2CCOCC2)n1,5.745
FCCn1c2ccccc2c3cc(NC(=O)CCc4onc(n4)c5ccc(F)cc5)ccc13,7.387
O=C(NC12CC3CC(CC(C3)C1)C2)c4nn(CCN5CCOCC5)c6ccccc46,9.824
CCCCCCN1C(=O)\C(=N/NC(=O)c2ccccc2)\c3ccc(OC)cc13,7.046
CCCCCn1c(C)c(C(=O)c2cccc3cccc(Br)c23)c4ccccc14,8.000
Fc1ccc(CN2C=C(C=C(C(=O)NC3CCCCCC3)C2=O)c4ccccc4)cc1,8.921
CCCCCN1C=C(C(=O)c2c3ccccc3cc4ccccc24)C(=O)c5ccccc15,5.824
CC12CC3CC(C)(C1)CC(C3)(C2)NC(=O)C4=CN(CCc5ccccc5)c6ccccc6C4=O,6.478
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)c5cc(Oc6ccc(F)c(Cl)c6)ccc15,7.793
CCCCOc1c(OC)ccc2C=C(C(=O)NCc3ccc(F)cc3)C(=O)Nc12,8.553
CCCCCCc1ccc(OCCCCCCCCCCOC(CO)CO)cc1O,5.622
CC(C)CNC(=O)c1ccc(Br)c(c1)S(=O)(=O)N(C)Cc2ccccc2,6.469
Clc1ccc(cc1)n2nc(cc2n3cccc3)C(=O)NC4CCCCC4,5.757
CCOc1ccc(Cc2nc3cc(ccc3n2CCN4CCCCC4)C(=O)N(CC)CC)cc1,6.726
C[C@H](CO)NC(=O)CCC\C=C/C\C=C/CCOc1cccc(c1)C(C)(C)CCCC#N,8.504
Cc1nc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(Cl)n1c5ccccc5,7.623
CCCCN1N=C(S/C/1=N\C(=O)c2cc(ccc2O\N=C(/N)\c3ccncc3)C(F)(F)F)C(C)(C)C,7.167
CCCCC(=O)NC1CCN(CC1)c2ncnc3c2nc(c4ccccc4Cl)n3c5ccc(Cl)cc5,5.980
CCCCCc1cc(O)c2C=C(Cc3ccccc3C)C(=O)Oc2c1,5.447
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)C(=C1C)C5CC5,7.873
CCCCCn1c2ccccc2c3cc(ncc13)C(=O)NCC(C)(C)C,7.577
CCOC(=O)C(C)(C)c1cc(O)c2[C@@H]3CC(=CC[C@H]3C(C)(C)Oc2c1)C,8.824
O=C(Cc1cn(Cc2ccccc2)c3ccc(cc13)c4ccccc4)NC56CC7CC(CC(C7)C5)C6,6.724
CCCCCn1c(C)c(C(=O)c2ccc(C)c3ccccc23)c4ccccc14,9.137
CN(CCCCCCCCCCCN)CCCCCCCCCCCNC(=O)c1nn(c2ccc(Cl)cc2Cl)c(c1C)c3ccc(Cl)cc3,6.371
CCCCCn1c2ccccc2c3cc(ccc13)C(=O)N4CCN(C)CC4,7.451
C(Cn1nc(OCc2cccc3ccccc23)c4ccccc14)N5CCCCC5,6.620
Clc1ccc(cc1)c2c3OCCCC(NC(=O)C4CCOCC4)c3nn2c5ccccc5Cl,4.818
Cc1ccc(NC(=O)C2C(C)(C)C2(C)C)cc1S(=O)(=O)N3CCOCC3,7.638
FC(F)(F)S(=O)(=O)NC1CC12CCN(CC2)S(=O)(=O)c3cc(Cl)ccc3S(=O)(=O)c4ccccn4,8.796
CCCCCn1c(C)c(C(=O)Cc2ccccc2Cl)c3ccccc13,7.602
CCN(CC)c1ccc(CN(Cc2ccccc2)S(=O)(=O)c3ccc(OC)cc3)cc1,7.337
CCC(CC)(NC(=O)c1ccc(N2CC(F)(F)C2)c(OCC3CC3)n1)C(=O)NC,6.746
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)c5ccc(cc15)[S+]([O-])c6ccccc6,8.456
CCCCCc1cc(Br)c2[C@@H]3CC(=CC[C@H]3C(C)(C)Oc2c1)C,6.256
OCCCCn1c2ccccc2c3cc(NC(=O)CCc4onc(n4)c5ccc(F)cc5Br)ccc13,7.018
COc1ccc2c(cn(CC3CCOCC3)c2c1)C(=O)C4C(C)(C)C4(C)C,9.291
CCN(CC)c1ccc(cc1)C(NC(=O)CCc2ccccc2)NC(=O)CCc3ccccc3,6.672
CCCCCc1cc(O)cc(OCCCCCCCC(=O)NC2CC2)c1,7.409
COc1c(C)cc(cc1C(=O)NC2CCCCCC2)c3ccccc3,6.915
CCS(=O)(=O)n1c2CN(Cc2c3cc(ccc13)C(=O)N4CCC(C)CC4)C(C)C,8.051
CCCCCCC(C)(C)c1ccc(c(O)c1)c2cc(C)ccc2C,8.180
COC1CN(C1)c2ccc(nc2OCC3CC3)C(=O)NC(C)(C)Cc4oc(nn4)c5ccc(F)cc5,6.332
CC(C)(C)C1=CN(C[C@H]2CCCO2)\C(=N\C(=O)c3cc(ccc3OCCNCCO)C(F)(F)F)\S1,7.469
CCOC(=O)c1c2CCCCc2sc1NS(=O)(=O)c3cccc4ccccc34,6.097
CC1(C)Oc2cc(cc(O)c2c3cc(O)ccc13)C45CC6CC(CC(C6)C4)C5,6.259
Cc1nn(C)c2N(Cc3ccccc3)C=C(C(=O)NC4CCCCC4)C(=O)c12,6.020
CC(C)(C)c1cc(cc(c1O)C(C)(C)C)c2csc(n2)C3(N)CCOCC3,5.569
Cc1c(nn(c2ccc(Cl)cc2Cl)c1n3cccc3)C(=O)NN4CCCCC4,5.762
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)C=C1c5cccc(Cl)c5,8.745
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4,6.011
CCCCCOc1ccccc1c2onc(c2)C(=O)NC3CCC3,6.385
CCCCCN1C=C(C(=O)NC2CCCCC2)C(=O)n3nc(cc13)c4ccccc4,7.377
COCCNC(=O)c1c2CCOCc2sc1NC(=O)c3c(F)cccc3C(F)(F)F,6.044
Fc1ccc(COc2ncccc2C(=O)NC3CCCCC3)cc1,6.602
COc1ccc(cc1)c2cnc3N(CCN4CCOCC4)C(=O)C(=Cc3c2)C(=O)NC5CCC(C)CC5,8.833
CCCCNC(=O)N1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3Cl,6.037
CSc1c(nc(C)n1c2ccccc2)C(=O)NC34CC5CC(CC(C5)C3)C4,8.000
CC1CCC(CC1)NC(=O)C2=Cc3ccccc3N(CCN4CCOCC4)C2=O,8.377
C[C@H](NS(=O)(=O)C)c1ccc(Cc2ccc(OC(F)(F)F)cc2S(=O)(=O)c3ccccc3F)cc1,9.398
Cc1cc(C)cc(c1)c2ccc(cc2O)C(C)(C)CCCCCO,8.444
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)c5ccc(Sc6ccccc6)cc15,8.796
CC(=O)Cn1nnc(Cc2ccc(cc2)c3ccccc3)n1,5.284
OCCn1c2ccccc2c3cc(NC(=O)CCc4onc(n4)c5ccc(F)cc5C#N)ccc13,6.313
CCCCN1C(=C(C)C=C(NC(=O)c2ccc3ccccc3c2)C1=O)C,6.115
CC1CCC(CC1)NC(=O)C2=Cc3cccnc3N(CCCCC(=O)O)C2=O,5.873
CN\C(=N/S(=O)(=O)c1cccc(Cl)c1)\C2=NN(C(C2)c3ccccc3)c4ccc(Cl)cc4Cl,6.481
O=C(N1CCCc2ccccc12)C34CC5CC(CC(C5)C3)C4,6.102
CCCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)C=C1c5ccccc5,7.870
CCCCCOC(=O)c1cc(O)c(c(OC)c1)c2cc(C)cc(C)c2,6.569
CCOc1ccc(Cc2nc3cc(ccc3n2CC4CC4)N(C)C(=O)C)cc1,5.870
Brc1ccc2N(CCCC=C)C=C(C(=O)NC34CC5CC(CC(C5)C3)C4)C(=O)c2c1,8.027
Clc1ccc(c(Cl)c1)n2nc(C(=O)NC34CC5CC(CC(C5)C3)C4)c6Cc7cc(ccc7c26)C8CC8,8.398
CCCCCN1C=C(C(=O)NC2CCCCCC2)C(=O)c3c(C)nn(C)c13,7.951
CCOC(=O)c1c2CCCCc2sc1NC(=O)C34CC5CC(CC(C5)C3)C4,8.668
CSc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCCC4,6.431
CCc1ccc(cc1)C(=O)c2cc(O)c(c(O)c2)c3cc(Cl)cc(Cl)c3,7.425
CCCCCn1cc(cc1c2ccc(cc2)C(F)(F)F)C(=O)c3cccc4ccccc34,7.276
FC(F)(F)Oc1ccccc1C(=O)Nc2sc3COCCc3c2C(=O)N4CC(F)(F)C4,6.620
CCCCn1cc(Cc2cccc3ccccc23)c4cccc(OC)c14,7.963
CN\C(=N/S(=O)(=O)c1ccc(cc1)C(F)(F)F)\C2=NN(C(C2)c3ccccc3)c4ccc(Cl)cc4Cl,6.747
CN1N(C[C@H]2CCCO2)\C(=N\C(=O)c3cc(ccc3OCC(C)(C)O)C(F)(F)F)\C=C1C4(C)CC4,7.569
CC1(C)C(C(=O)c2cn(CC3CCOCC3)c4cc(Br)ccc24)C1(C)C,9.189
CCCn1cc(C(=O)c2ccc(Cl)c3ccccc23)c4ccccc14,7.357
C[C@H](NS(=O)(=O)C)c1ccc(cc1)C(=C)c2ccc(OC(F)(F)F)cc2S(=O)(=O)c3ccccc3F,7.066
Cc1c(C(=O)C2C(C)(C)C2(C)C)c3ccccc3n1CCN4CCOCC4,7.569
Cc1ccc(cc1CN2CCOCC2)C(=O)NC3[C@@]4(C)CC[C@H](C4)C3(C)C,7.721
COc1ccc(CCNC(=O)c2nn(c3ccc(Cl)cc3Cl)c(c2C)n4cccc4)cc1Cl,5.540
O=C(NCc1ccccc1)C2=CC3=C(CCCCCC3)N(CCCN4CCOCC4)C2=O,6.680
CCCCCOc1c(OC)ccc2C=C(C(=O)NCCc3ccncc3)C(=O)Nc12,9.886
[11CH3]Oc1ccc2C=C(C(=O)NC3CCCCC3)C(=O)Nc2c1OCCCC,8.018
CCCn1c(C)c(C(=O)c2ccc(F)c3ccccc23)c4ccccc14,7.420
C\N=C(/NS(=O)(=O)N(C)C(C)C)\N1CC(C(=N1)c2ccc(Cl)cc2)c3ccccc3,5.948
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)c5c(OC)ccc(OC)c15,7.279
Fc1ccccc1CSc2nnc3c4ccccc4n(Cc5ccccc5)c3n2,6.668
CC1CC(C)CN(C1)S(=O)(=O)c2ccc3oc(C(=O)NC4CCCc5ccccc45)c(C)c3c2,4.642
CCCNC(=O)c1c2CCOCc2sc1NC(=O)C3CC4CCC3C4,6.980
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(Cl)cc3)C(=O)NN4CCCCC4,6.216
CCCCN1C(=C(C)C=C(C(=O)NCc2ccccc2)C1=O)C,7.180
CC1CC(C)CN(C1)S(=O)(=O)c2ccc3oc(C(=O)NCc4ccc(C)cc4)c(C)c3c2,4.719
CC1=CC[C@@H]2[C@@H](C1)c3c(O)cc(cc3OC2(C)C)C(C)(C)C(=O)OCCCBr,9.155
O=C(NC12CC3CC(CC(C3)C1)C2)C4=CNc5c(cccc5c6ccccc6)C4=O,6.658
Cc1ccc(NC(=O)C2(C)CCCCC2)cc1S(=O)(=O)N3CCOCC3,7.456
CCCCN1N(C)C(=C/C/1=N\C(=O)c2cc(ccc2NNC(=O)c3ccncc3)C(F)(F)F)C(C)(C)C,9.155
CCc1c(C(=O)NC2[C@@]3(C)CC[C@H](C3)C2(C)C)c4cccc(OC)c4n1CCN5CCOCC5,6.959
CCCCCC1=NN(CC1c2ccccc2)C(=O)NC[C@@H]3CC[C@H]4C[C@@H]3C4(C)C,7.876
CC1CC(C)CN(C1)S(=O)(=O)c2ccc3oc(C(=O)NCCc4ccccc4)c(C)c3c2,5.222
CN(CCCCCCCOc1ccc(cc1)c2oc3ccccc3c2C(=O)c4ccc(OCCN5CCOCC5)cc4)Cc6ccccc6,6.237
